"","cow_id","quarter","first_date","first_visit","first_farm","first_order","first_path_1","first_path1_IMI","first_path_2","first_path2_IMI","first_path_3","first_path3_IMI","first_path_4","first_path4_IMI","first_quarter_code","first_isolate_1","first_isolate_2","first_isolate_3","first_isolate_4","first_clinical","first_blind","first_teatinj","first_pstmilking","first_mixed_inf_series","first_dup_not_collected","first_IMI_series","first_hygiene_1","first_hygiene_2","first_cc_1","first_cc_2","first_cc_3","first_scc","first_scc_200k","first_contam","first_contam_comment","first_uniqueID","second_date","second_visit","second_farm","second_order","second_path_1","second_path1_IMI","second_path_2","second_path2_IMI","second_path_3","second_path3_IMI","second_path_4","second_path4_IMI","second_quarter_code","second_isolate_1","second_isolate_2","second_isolate_3","second_isolate_4","second_clinical","second_blind","second_teatinj","second_pstmilking","second_mixed_inf_series","second_dup_not_collected","second_IMI_series","second_hygiene_1","second_hygiene_2","second_cc_1","second_cc_2","second_cc_3","second_scc","second_scc_200k","second_contam","second_contam_comment","second_uniqueID","third_date","third_visit","third_farm","third_order","third_path_1","third_path1_IMI","third_path_2","third_path2_IMI","third_path_3","third_path3_IMI","third_path_4","third_path4_IMI","third_quarter_code","third_isolate_1","third_isolate_2","third_isolate_3","third_isolate_4","third_clinical","third_blind","third_teatinj","third_pstmilking","third_mixed_inf_series","third_dup_not_collected","third_IMI_series","third_hygiene_1","third_hygiene_2","third_cc_1","third_cc_2","third_cc_3","third_scc","third_scc_200k","third_contam","third_contam_comment","third_uniqueID","fourth_date","fourth_visit","fourth_farm","fourth_order","fourth_path_1","fourth_path1_IMI","fourth_path_2","fourth_path2_IMI","fourth_path_3","fourth_path3_IMI","fourth_path_4","fourth_path4_IMI","fourth_quarter_code","fourth_isolate_1","fourth_isolate_2","fourth_isolate_3","fourth_isolate_4","fourth_clinical","fourth_blind","fourth_teatinj","fourth_pstmilking","fourth_mixed_inf_series","fourth_dup_not_collected","fourth_IMI_series","fourth_hygiene_1","fourth_hygiene_2","fourth_cc_1","fourth_cc_2","fourth_cc_3","fourth_scc","fourth_scc_200k","fourth_contam","fourth_contam_comment","fourth_uniqueID"
"192","octavia_StonyPond","LH","12.12.2019","first","StonyPond","18","cns","yes2","","","","","","","2","SP020","","","","","","","","no","","yes","NA","NA","NA","NA","NA",233000,"yes","","","octavia_StonyPond_LH","1.10.2020","second","StonyPond","24","cns","yes2","","","","","","","2","SP061","","","","","","","","no","","yes","NA","NA","NA","NA","NA",340000,"yes","","","octavia_StonyPond_LH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","octavia_StonyPond_LH_fourth"
"193","echo_StonyPond","RH","12.12.2019","first","StonyPond","5","cns","yes2","","","","","","","2","SP009","","","","","","","","no","","yes","NA","NA","NA","NA","NA",102000,"no","","","echo_StonyPond_RH","1.10.2020","second","StonyPond","14","cns","yes2","","","","","","","2","SP046","","","","","","","","no","","yes","NA","NA","NA","NA","NA",370000,"yes","","","echo_StonyPond_RH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","echo_StonyPond_RH_fourth"
"194","rashida_StonyPond","RH","12.12.2019","first","StonyPond","22","cns","yes2","","","","","","","2","SP028","","","","","","","","no","","yes","NA","NA","NA","NA","NA",349000,"yes","","","rashida_StonyPond_RH","1.10.2020","second","StonyPond","20","cns","yes2","","","","","","","2","SP056","","","","","","","","no","","yes","NA","NA","NA","NA","NA",370000,"yes","","","rashida_StonyPond_RH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","rashida_StonyPond_RH_fourth"
"195","pippa_StonyPond","LF","12.12.2019","first","StonyPond","8","cns","yes2","","","","","","","2","SP013","","","","","","","","no","","yes","NA","NA","NA","NA","NA",1e+05,"no","","","pippa_StonyPond_LF","1.10.2020","second","StonyPond","3","cns","yes2","","","","","","","2","SP037","","","","","","","","no","","yes","NA","NA","NA","NA","NA",5e+05,"yes","","","pippa_StonyPond_LF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","pippa_StonyPond_LF_fourth"
"196","ashley_StonyPond","LF","12.12.2019","first","StonyPond","12","cns","yes2","","","","","","","2","SP015","","","","","","","","no","","yes","NA","NA","NA","NA","NA",628000,"yes","","","ashley_StonyPond_LF","1.10.2020","second","StonyPond","22","cns","yes2","","","","","","","2","SP060","","","","","","","","no","","yes","NA","NA","NA","NA","NA",560000,"yes","","","ashley_StonyPond_LF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","ashley_StonyPond_LF_fourth"
"197","doris_StonyPond","LF","12.12.2019","first","StonyPond","19","cns","yes2","","","","","","","2","SP022","","","","","","","","no","","yes","NA","NA","NA","NA","NA",259000,"yes","","","doris_StonyPond_LF","1.10.2020","second","StonyPond","21","cns","yes2","","","","","","","2","SP058","","","","","","","","no","","yes","NA","NA","NA","NA","NA",640000,"yes","","","doris_StonyPond_LF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","doris_StonyPond_LF_fourth"
"198","rashida_StonyPond","LH","12.12.2019","first","StonyPond","22","cns","yes2","","","","","","","2","SP026","","","","","","","","no","","yes","NA","NA","NA","NA","NA",310000,"yes","","","rashida_StonyPond_LH","1.10.2020","second","StonyPond","20","cns","yes2","","","","","","","2","SP054","","","","","","","","no","","yes","NA","NA","NA","NA","NA",690000,"yes","","","rashida_StonyPond_LH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","rashida_StonyPond_LH_fourth"
"199","margo_StonyPond","LH","12.12.2019","first","StonyPond","3","cns","yes2","","","","","","","2","SP003","","","","","","","","no","","yes","NA","NA","NA","NA","NA",616000,"yes","","","margo_StonyPond_LH","1.10.2020","second","StonyPond","8","cns","yes2","","","","","","","2","SP041","","","","","","","","","","yes","NA","NA","NA","NA","NA",770000,"yes","","","margo_StonyPond_LH","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","margo_StonyPond_LH_fourth"
"200","rashida_StonyPond","RF","12.12.2019","first","StonyPond","22","cns","yes2","","","","","","","2","SP029","","","","","","","","no","","yes","NA","NA","NA","NA","NA",1120000,"yes","","","rashida_StonyPond_RF","1.10.2020","second","StonyPond","20","cns","yes2","","","","","","","2","SP057","","","","","","","","no","","yes","NA","NA","NA","NA","NA",1300000,"yes","","","rashida_StonyPond_RF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","rashida_StonyPond_RF_fourth"
"201","rashida_StonyPond","LF","12.12.2019","first","StonyPond","22","cns","yes2","","","","","","","2","SP027","","","","","","","","no","","yes","NA","NA","NA","NA","NA",2496000,"yes","","","rashida_StonyPond_LF","1.10.2020","second","StonyPond","20","cns","yes2","","","","","","","2","SP055","","","","","","","","no","","yes","NA","NA","NA","NA","NA",3100000,"yes","","","rashida_StonyPond_LF","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","rashida_StonyPond_LF_fourth"
