sort_4.24,any_farm,cow_id,quarter,cowid_quarter,cow_id_quarter_visit,lactation,date,visit,farm,order,path_1,path1_imi,path_2,path2_imi,path_3,path3_imi,path_4,path4_imi,quarter_code,isolate_1,path_1_maldi_final_id,fix_1,isolate_2,path_2_maldi_final_id,fix_2,isolate_3,path_3_maldi_final_id,fix_3,isolate_4,path_4_maldi_final_id,fix_4,clinical,blind,teatinj,pstmilking,mixed_inf_series,dup_not_collected,imi_series,hygiene_scorer_1,hygiene_1,hygiene_scorer_2,hygiene_2,scc,contam,contam_comment,dup_a_cfu_count,dup_b_cfu_count,more_than_2_org_present,actually_disclude,disclude_can't_determine_status,disclude_blind,disclude_dupmissing,disclude_samplingerror,disclude_contam,IMI_NAS_or_MAM,IMI_NAS_only,IMI_S_chromogenes,IMI_S_haemolyticus,IMI_S_simulans,IMI_S_equorum,IMI_S_agnetis,IMI_S_devriesei,IMI_S_warneri,IMI_S_xylosus,IMI_M_sciuri,IMI_S_auricularis,IMI_S_capitis,IMI_S_cohnii,IMI_S_epidermidis,IMI_M_fleurettii,IMI_S_gallinarum,IMI_S_hominis,IMI_S_pseudintermedius,IMI_S_saprophyticus,IMI_S_succinus,IMI_S_hyicus,IMI_M_vitilinus,IMI_2014env,IMI_2014opp,IMI_2014host,IMI_2017rel,IMI_2017host,IMI_2017env,quarter_position_dup,lactation_dup,lact_grp,first_DIM,first_hygiene_pick_one,farm_hygiene_avg,facility_type,bedding_facility_combo,bedding_material,pred_breed,herd_size,herd_size_cat,rolling_herd_avg,sel_feed,air_quality_prod,age_fac,lying_surface,bp_fed_on_pack,bp_num_cows_on_pack,bp_pack_area,bp_cow_density,bp_stock_dens_perc,wood_dried,wood_storage,bedding_conditioner,freq_add_new_bedding_stall_wk,freq_stall_scraping_wk,depth_bedding_stalls,bp_freq_tilling_wk,bp_depth_tilled_in,bp_attentiveness,bp_bedding_depth,milking_sys,forestrip,towel_num,gloves,mast_det_recc,mast_record,culture_mast,culture_scc,culture_fresh,culture_dry,culture_loc,dry_prod,sel_supp,ind_hygiene_a,ind_hygiene_b,ind_hygiene_avg
3473,BJ,666_BJ,RH,666_BJ_RH,666_BJ_RH_first,6,12.17.2019,first,BJ,26,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,2,c,2,35000,NA,NA,NA,NA,NA,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RH,6,fourth_plus,191,2,2.5,TS,TS_SH,SH,Holstein,61,61_80,15500,y,good,49,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,14,35,3.81,NA,NA,NA,NA,tiestall,y,dep_two,no_some,y,never,never,never,never,never,never,y,occ,2,2,2
3474,BJ,701_BJ,RH,701_BJ_RH,701_BJ_RH_first,3,12.17.2019,first,BJ,18,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,2,c,2,98000,NA,NA,NA,NA,NA,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RH,3,third,118,2,2.5,TS,TS_SH,SH,Holstein,61,61_80,15500,y,good,49,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,14,35,3.81,NA,NA,NA,NA,tiestall,y,dep_two,no_some,y,never,never,never,never,never,never,y,occ,2,2,2
3475,Swallowdale,flossy_Swallowdale,LF,flossy_Swallowdale_LF,flossy_Swallowdale_LF_first,1,12.13.2019,first,Swallowdale,24,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11000,yes,NA,NA,NA,NA,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LF,1,first,103,NA,1.4,BP,BP_WF,WC_FI,Other,82,81_105,14574,n,poor_fair,52,deep,n,80,535.12128,6.689016,1.388844039,fresh_raw,outside_uncovered,n,NA,NA,NA,0,NA,0.9,1.5,parlor,y,one,all,n,sometimes_temp,never,never,never,never,never,n,reg,NA,NA,NA
3476,Butterworks,pomme_Butterworks,RF,pomme_Butterworks_RF,pomme_Butterworks_RF_first,1,1.2.2020,first,Butterworks,6,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,2,c,3,54000,yes,NA,NA,NA,NA,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,1,first,10,3,2,BP,BP_WF,WC_FI,Jersey,44,44_60,11794,y,poor_fair,10,deep,y,44,339.653368,7.7,1.025974026,fresh_raw,NA,y,NA,NA,NA,0,NA,0.7,1.7,tiestall,n,one,all,y,always,sometimes,never,never,never,vet,n,no,2,3,2.5
3477,Choiniere,56_Choiniere,LH,56_Choiniere_LH,56_Choiniere_LH_first,3,12.11.2019,first,Choiniere,26,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,2,c,3,6000,NA,NA,NA,NA,NA,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LH,3,third,34,3,2.1,BP,BP_WF,WC_FI,Holstein,82,81_105,12000,y,poor_fair,15,deep,y,55,562.8528255,10.23368774,0.907786151,fresh_raw,NA,y,NA,NA,NA,3.5,10.16,1,1.2,tiestall,n,one,no_some,y,never,never,never,never,never,never,n,no,2,3,2.5
3478,Choiniere,56_Choiniere,RH,56_Choiniere_RH,56_Choiniere_RH_first,3,12.11.2019,first,Choiniere,26,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,2,c,3,3000,NA,NA,NA,NA,NA,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RH,3,third,34,3,2.1,BP,BP_WF,WC_FI,Holstein,82,81_105,12000,y,poor_fair,15,deep,y,55,562.8528255,10.23368774,0.907786151,fresh_raw,NA,y,NA,NA,NA,3.5,10.16,1,1.2,tiestall,n,one,no_some,y,never,never,never,never,never,never,n,no,2,3,2.5
3479,vonTrapp,abigail_vonTrapp,LF,abigail_vonTrapp_LF,abigail_vonTrapp_LF_first,4,1.6.2020,first,vonTrapp,19,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,2,c,2,62000,NA,NA,NA,NA,NA,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LF,4,fourth_plus,261,2,2.2,TS,TS_SH,SH,Other,55,44_60,10675,y,good,116,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,7,14,2.5,NA,NA,NA,NA,tiestall,y,one,all,y,always,sometimes,sometimes,always,never,onfarm,n,no,2,2,2
3480,Choiniere,89_Choiniere,RF,89_Choiniere_RF,89_Choiniere_RF_first,2,12.11.2019,first,Choiniere,22,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,2,c,3,2000,NA,NA,NA,NA,NA,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,2,second,227,3,2.1,BP,BP_WF,WC_FI,Holstein,82,81_105,12000,y,poor_fair,15,deep,y,55,562.8528255,10.23368774,0.907786151,fresh_raw,NA,y,NA,NA,NA,3.5,10.16,1,1.2,tiestall,n,one,no_some,y,never,never,never,never,never,never,n,no,2,3,2.5
3481,Choiniere,89_Choiniere,LH,89_Choiniere_LH,89_Choiniere_LH_first,2,12.11.2019,first,Choiniere,22,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,2,c,3,6000,NA,NA,NA,NA,NA,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LH,2,second,227,3,2.1,BP,BP_WF,WC_FI,Holstein,82,81_105,12000,y,poor_fair,15,deep,y,55,562.8528255,10.23368774,0.907786151,fresh_raw,NA,y,NA,NA,NA,3.5,10.16,1,1.2,tiestall,n,one,no_some,y,never,never,never,never,never,never,n,no,2,3,2.5
3482,Choiniere,89_Choiniere,RH,89_Choiniere_RH,89_Choiniere_RH_first,2,12.11.2019,first,Choiniere,22,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,2,c,3,5000,NA,NA,NA,NA,NA,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RH,2,second,227,3,2.1,BP,BP_WF,WC_FI,Holstein,82,81_105,12000,y,poor_fair,15,deep,y,55,562.8528255,10.23368774,0.907786151,fresh_raw,NA,y,NA,NA,NA,3.5,10.16,1,1.2,tiestall,n,one,no_some,y,never,never,never,never,never,never,n,no,2,3,2.5
3483,Choiniere,32_Choiniere,RF,32_Choiniere_RF,32_Choiniere_RF_first,9,12.11.2019,first,Choiniere,9,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,3,c,4,22000,yes,cns tntc,NA,NA,NA,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,9,fourth_plus,133,4,2.1,BP,BP_WF,WC_FI,Holstein,82,81_105,12000,y,poor_fair,15,deep,y,55,562.8528255,10.23368774,0.907786151,fresh_raw,NA,y,NA,NA,NA,3.5,10.16,1,1.2,tiestall,n,one,no_some,y,never,never,never,never,never,never,n,no,3,4,3.5
3484,Glennview,188_Glennview,LH,188_Glennview_LH,188_Glennview_LH_first,1,1.14.2020,first,Glennview,21,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,1,c,1,15000,yes,NA,NA,NA,NA,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LH,1,first,155,1,2.2,TS,TS_SH,SH,Jersey,70,61_80,15200,n,good,61,mat_conc,NA,NA,NA,NA,NA,kiln_dried,under_cover,y,21,56,2.54,NA,NA,NA,NA,tiestall,y,one,all,n,always,sometimes,sometimes,issue,sometimes_issue,vet,y,occ,1,1,1
3485,Choiniere,27_Choiniere,LH,27_Choiniere_LH,27_Choiniere_LH_first,2,12.11.2019,first,Choiniere,2,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,2,c,2,64000,NA,NA,NA,NA,NA,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LH,2,second,227,2,2.1,BP,BP_WF,WC_FI,Holstein,82,81_105,12000,y,poor_fair,15,deep,y,55,562.8528255,10.23368774,0.907786151,fresh_raw,NA,y,NA,NA,NA,3.5,10.16,1,1.2,tiestall,n,one,no_some,y,never,never,never,never,never,never,n,no,2,2,2
3486,Choiniere,27_Choiniere,RF,27_Choiniere_RF,27_Choiniere_RF_first,2,12.11.2019,first,Choiniere,2,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,2,c,2,64000,NA,NA,NA,NA,NA,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,2,second,227,2,2.1,BP,BP_WF,WC_FI,Holstein,82,81_105,12000,y,poor_fair,15,deep,y,55,562.8528255,10.23368774,0.907786151,fresh_raw,NA,y,NA,NA,NA,3.5,10.16,1,1.2,tiestall,n,one,no_some,y,never,never,never,never,never,never,n,no,2,2,2
3487,Glennview,204_Glennview,RH,204_Glennview_RH,204_Glennview_RH_first,1,1.14.2020,first,Glennview,14,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,2,c,2,3000,NA,NA,NA,NA,NA,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RH,1,first,44,2,2.2,TS,TS_SH,SH,Jersey,70,61_80,15200,n,good,61,mat_conc,NA,NA,NA,NA,NA,kiln_dried,under_cover,y,21,56,2.54,NA,NA,NA,NA,tiestall,y,one,all,n,always,sometimes,sometimes,issue,sometimes_issue,vet,y,occ,2,2,2
3488,Glennview,54_Glennview,RF,54_Glennview_RF,54_Glennview_RF_first,5,1.14.2020,first,Glennview,7,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,j,2,c,2,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,5,fourth_plus,86,2,2.2,TS,TS_SH,SH,Jersey,70,61_80,15200,n,good,61,mat_conc,NA,NA,NA,NA,NA,kiln_dried,under_cover,y,21,56,2.54,NA,NA,NA,NA,tiestall,y,one,all,n,always,sometimes,sometimes,issue,sometimes_issue,vet,y,occ,2,2,2
3489,Glennview,190_Glennview,RH,190_Glennview_RH,190_Glennview_RH_first,1,1.14.2020,first,Glennview,22,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,2,c,2,14000,NA,NA,NA,NA,NA,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RH,1,first,144,2,2.2,TS,TS_SH,SH,Jersey,70,61_80,15200,n,good,61,mat_conc,NA,NA,NA,NA,NA,kiln_dried,under_cover,y,21,56,2.54,NA,NA,NA,NA,tiestall,y,one,all,n,always,sometimes,sometimes,issue,sometimes_issue,vet,y,occ,2,2,2
3490,Glennview,190_Glennview,LF,190_Glennview_LF,190_Glennview_LF_first,1,1.14.2020,first,Glennview,22,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,2,c,2,9000,NA,NA,NA,NA,NA,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LF,1,first,144,2,2.2,TS,TS_SH,SH,Jersey,70,61_80,15200,n,good,61,mat_conc,NA,NA,NA,NA,NA,kiln_dried,under_cover,y,21,56,2.54,NA,NA,NA,NA,tiestall,y,one,all,n,always,sometimes,sometimes,issue,sometimes_issue,vet,y,occ,2,2,2
3491,Glennview,190_Glennview,RF,190_Glennview_RF,190_Glennview_RF_first,1,1.14.2020,first,Glennview,22,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,2,c,2,11000,NA,NA,NA,NA,NA,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,1,first,144,2,2.2,TS,TS_SH,SH,Jersey,70,61_80,15200,n,good,61,mat_conc,NA,NA,NA,NA,NA,kiln_dried,under_cover,y,21,56,2.54,NA,NA,NA,NA,tiestall,y,one,all,n,always,sometimes,sometimes,issue,sometimes_issue,vet,y,occ,2,2,2
3492,Glennview,190_Glennview,LH,190_Glennview_LH,190_Glennview_LH_first,1,1.14.2020,first,Glennview,22,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,2,c,2,16000,NA,NA,NA,NA,NA,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LH,1,first,144,2,2.2,TS,TS_SH,SH,Jersey,70,61_80,15200,n,good,61,mat_conc,NA,NA,NA,NA,NA,kiln_dried,under_cover,y,21,56,2.54,NA,NA,NA,NA,tiestall,y,one,all,n,always,sometimes,sometimes,issue,sometimes_issue,vet,y,occ,2,2,2
3493,Choiniere,89_Choiniere,LF,89_Choiniere_LF,89_Choiniere_LF_first,2,12.11.2019,first,Choiniere,22,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,2,c,3,6000,NA,NA,NA,NA,NA,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LF,2,second,227,3,2.1,BP,BP_WF,WC_FI,Holstein,82,81_105,12000,y,poor_fair,15,deep,y,55,562.8528255,10.23368774,0.907786151,fresh_raw,NA,y,NA,NA,NA,3.5,10.16,1,1.2,tiestall,n,one,no_some,y,never,never,never,never,never,never,n,no,2,3,2.5
3494,Glennview,200_Glennview,RH,200_Glennview_RH,200_Glennview_RH_first,1,1.14.2020,first,Glennview,30,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,1,c,2,15000,NA,NA,NA,NA,NA,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RH,1,first,149,2,2.2,TS,TS_SH,SH,Jersey,70,61_80,15200,n,good,61,mat_conc,NA,NA,NA,NA,NA,kiln_dried,under_cover,y,21,56,2.54,NA,NA,NA,NA,tiestall,y,one,all,n,always,sometimes,sometimes,issue,sometimes_issue,vet,y,occ,1,2,1.5
3495,Glennview,200_Glennview,LF,200_Glennview_LF,200_Glennview_LF_first,1,1.14.2020,first,Glennview,30,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,1,c,2,21000,NA,NA,NA,NA,NA,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LF,1,first,149,2,2.2,TS,TS_SH,SH,Jersey,70,61_80,15200,n,good,61,mat_conc,NA,NA,NA,NA,NA,kiln_dried,under_cover,y,21,56,2.54,NA,NA,NA,NA,tiestall,y,one,all,n,always,sometimes,sometimes,issue,sometimes_issue,vet,y,occ,1,2,1.5
3496,Glennview,114_Glennview,RH,114_Glennview_RH,114_Glennview_RH_first,3,1.14.2020,first,Glennview,24,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,1,c,2,36000,NA,NA,NA,NA,NA,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RH,3,third,160,2,2.2,TS,TS_SH,SH,Jersey,70,61_80,15200,n,good,61,mat_conc,NA,NA,NA,NA,NA,kiln_dried,under_cover,y,21,56,2.54,NA,NA,NA,NA,tiestall,y,one,all,n,always,sometimes,sometimes,issue,sometimes_issue,vet,y,occ,1,2,1.5
3497,Paddlebridge,marney382_Paddlebridge,RH,marney382_Paddlebridge_RH,marney382_Paddlebridge_RH_first,3,1.17.2020,first,Paddlebridge,31,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,2,c,2,33000,NA,NA,NA,NA,NA,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RH,3,third,171,2,1.7,TS,TS_SH,SH,Holstein,56,44_60,21204,n,good,50,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,14,14,6.35,NA,NA,NA,NA,tiestall,y,one,no_some,y,never,always,sometimes,never,never,vet,n,no,2,2,2
3498,Paddlebridge,minerva34_Paddlebridge,LF,minerva34_Paddlebridge_LF,minerva34_Paddlebridge_LF_first,1,1.17.2020,first,Paddlebridge,14,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,2,c,2,5000,NA,NA,NA,NA,NA,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LF,1,first,179,2,1.7,TS,TS_SH,SH,Holstein,56,44_60,21204,n,good,50,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,14,14,6.35,NA,NA,NA,NA,tiestall,y,one,no_some,y,never,always,sometimes,never,never,vet,n,no,2,2,2
3499,Paddlebridge,minerva34_Paddlebridge,RH,minerva34_Paddlebridge_RH,minerva34_Paddlebridge_RH_first,1,1.17.2020,first,Paddlebridge,14,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,2,c,2,10000,NA,NA,NA,NA,NA,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RH,1,first,179,2,1.7,TS,TS_SH,SH,Holstein,56,44_60,21204,n,good,50,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,14,14,6.35,NA,NA,NA,NA,tiestall,y,one,no_some,y,never,always,sometimes,never,never,vet,n,no,2,2,2
3500,Paddlebridge,farrent31_Paddlebridge,LF,farrent31_Paddlebridge_LF,farrent31_Paddlebridge_LF_first,1,1.17.2020,first,Paddlebridge,19,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,1,c,1,12000,NA,NA,NA,NA,NA,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LF,1,first,160,1,1.7,TS,TS_SH,SH,Holstein,56,44_60,21204,n,good,50,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,14,14,6.35,NA,NA,NA,NA,tiestall,y,one,no_some,y,never,always,sometimes,never,never,vet,n,no,1,1,1
3501,StonyPond,zag_StonyPond,RF,zag_StonyPond_RF,zag_StonyPond_RF_first,2,12.12.2019,first,StonyPond,2,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,2,NA,NA,7000,NA,NA,NA,NA,NA,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,2,second,263,2,2,BP,BP_SH,SH,Jersey,70,61_80,12500,n,excellent,3,deep,n,35,219.622692,6.274934057,1.258977374,kiln_dried,under_cover,n,NA,NA,NA,14,20.32,1,0.9,parlor,y,dep_two,all,n,sometimes_temp,always,always,never,never,ref,n,occ,2,NA,2
3502,StonyPond,zag_StonyPond,RH,zag_StonyPond_RH,zag_StonyPond_RH_first,2,12.12.2019,first,StonyPond,2,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,2,NA,NA,3000,NA,NA,NA,NA,NA,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RH,2,second,263,2,2,BP,BP_SH,SH,Jersey,70,61_80,12500,n,excellent,3,deep,n,35,219.622692,6.274934057,1.258977374,kiln_dried,under_cover,n,NA,NA,NA,14,20.32,1,0.9,parlor,y,dep_two,all,n,sometimes_temp,always,always,never,never,ref,n,occ,2,NA,2
