,,cow_id,quarter,1_date,1_visit,1_farm,1_order,1_path_1,1_path1_imi,1_path_2,1_path2_imi,1_path_3,1_path3_imi,1_path_4,1_path4_imi,1_quarter_code,1_isolate_1,1_path_1_maldi_final_id,1_fix_1,1_isolate_2,1_path_2_maldi_final_id,1_fix_2,1_isolate_3,1_path_3_maldi_final_id,1_fix_3,1_isolate_4,1_path_4_maldi_final_id,1_fix_4,1_clinical,1_blind,1_teatinj,1_pstmilking,1_mixed_inf_series,1_dup_not_collected,1_imi_series,1_hygiene_scorer_1,1_hygiene_1,1_hygiene_scorer_2,1_hygiene_2,1_cc_1,1_cc_2,1_cc_3,1_scc,1_contam,1_contam_comment,1_dup_a_cfu_count,1_dup_b_cfu_count,1_more_than_2_org_present,2_date,2_visit,2_farm,2_order,2_path_1,2_path1_imi,2_path_2,2_path2_imi,2_path_3,2_path3_imi,2_path_4,2_path4_imi,2_quarter_code,2_isolate_1,2_path_1_maldi_final_id,2_fix_1,2_isolate_2,2_path_2_maldi_final_id,2_fix_2,2_isolate_3,2_path_3_maldi_final_id,2_fix_3,2_isolate_4,2_path_4_maldi_final_id,2_fix_4,2_clinical,2_blind,2_teatinj,2_pstmilking,2_mixed_inf_series,2_dup_not_collected,2_imi_series,2_hygiene_scorer_1,2_hygiene_1,2_hygiene_scorer_2,2_hygiene_2,2_cc_1,2_cc_2,2_cc_3,2_scc,2_contam,2_contam_comment,2_dup_a_cfu_count,2_dup_b_cfu_count,2_more_than_2_org_present
462,B462,amarillo_Lynd,LH,1.30.2020,second,Lynd,12,cns,yes2,,,,,,,2,lf061,staphylococcus chromogenes,yes_from_strep_to_cns,,,,,,,,,,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,180000,,22,30,,,3.5.2020,third,Lynd,13,cns,yes2,,,,,,,2,lf103,staphylococcus chromogenes,yes_from_strep_to_cns,,,,,,,,,,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,190000,,30,5,,
463,B463,amarillo_Lynd,RF,1.30.2020,second,Lynd,12,cns,yes2,,,,,,,2,lf062,staphylococcus simulans,,,,,,,,,,,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,310000,,30,tntc,,,3.5.2020,third,Lynd,13,cns,yes2,,,,,,,2,lf104,staphylococcus simulans,,,,,,,,,,,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,150000,,50,30,,
464,B464,amarillo_Lynd,RH,1.30.2020,second,Lynd,12,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,29000,,,,,,3.5.2020,third,Lynd,13,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,28000,,,,,
465,B465,amber_Swallowdale,LF,1.22.2020,second,Swallowdale,11,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,2,NA,NA,NA,NA,NA,13000,,,,,,2.28.2020,third,Swallowdale,13,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,15000,,,,,
466,B466,amber_Swallowdale,LH,1.22.2020,second,Swallowdale,11,cns,yes2,,,,,,,2,sw071,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,2,NA,NA,NA,NA,NA,110000,,,26,36,,2.28.2020,third,Swallowdale,13,cns,yes2,,,,,,,2,sw105,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,140000,,,15,24,
467,B467,amber_Swallowdale,RF,1.22.2020,second,Swallowdale,11,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,NA,NA,NA,NA,NA,6000,,,,,,2.28.2020,third,Swallowdale,13,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,7000,,,,,
468,B468,amber_Swallowdale,RH,1.22.2020,second,Swallowdale,11,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,NA,NA,NA,NA,NA,8000,,,,,,2.28.2020,third,Swallowdale,13,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,8000,,,,,
469,B469,ambrosia_Lynd,LF,1.30.2020,second,Lynd,2,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,2300000,,,,,,3.5.2020,third,Lynd,10,,,,,,,,,16,,,,,,,,,,,,,,yes,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
470,B470,ambrosia_Lynd,LH,1.30.2020,second,Lynd,2,cns,yes2,,,,,,,2,lf047,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,110000,,14,20,,,3.5.2020,third,Lynd,10,cns,yes2,,,,,,,2,lf101,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,91000,,18,30,,
471,B471,ambrosia_Lynd,RF,1.30.2020,second,Lynd,2,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,9000,,,,,,3.5.2020,third,Lynd,10,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,27000,,,,,
472,B472,ambrosia_Lynd,RH,1.30.2020,second,Lynd,2,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,49000,,,,,,3.5.2020,third,Lynd,10,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,16000,,,,,
473,B473,annabelle27_Paddlebridge,LF,2.21.2020,second,Paddlebridge,5,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,m,4,c,4,NA,NA,NA,8000,,,,,,3.20.2020,third,Paddlebridge,8,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,2,c,2,NA,NA,NA,3000,,,,,
474,B474,annabelle27_Paddlebridge,LH,2.21.2020,second,Paddlebridge,5,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,m,4,c,4,NA,NA,NA,5000,,,,,,3.20.2020,third,Paddlebridge,8,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,NA,NA,NA,6000,,,,,
475,B475,annabelle27_Paddlebridge,RF,2.21.2020,second,Paddlebridge,5,sa,yes2,,,,,,,2,pb029,staphylococcus aureus,,,,,,,,,,,,,,,no,,yes,m,4,c,4,NA,NA,NA,720000,,,5,34,,3.20.2020,third,Paddlebridge,8,sa,yes2,,,,,,,2,pb068,staphylococcus aureus,,,,,,,,,,,,,,,no,,yes,j,2,c,2,NA,NA,NA,1000000,,,33,32,
476,B476,annabelle27_Paddlebridge,RH,2.21.2020,second,Paddlebridge,5,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,m,4,c,4,NA,NA,NA,4000,,,,,,3.20.2020,third,Paddlebridge,8,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,NA,NA,NA,15000,,,,,
477,B477,annabeth2_Paddlebridge,LF,2.21.2020,second,Paddlebridge,34,sa,yes2,sa,other18,,,,,2,pb058,staphylococcus aureus,,pb059,staphylococcus aureus,,,,,,,,,,,,no,,yes,m,2,c,2,NA,NA,NA,670000,,,5,20,,3.20.2020,third,Paddlebridge,35,sa,yes2,,,,,,,2,pb102,staphylococcus aureus,,,,,,,,,,,,,,,no,,yes,j,2,c,2,NA,NA,NA,100000,,,20,21,
478,B478,annabeth2_Paddlebridge,LH,2.21.2020,second,Paddlebridge,34,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,m,2,c,2,NA,NA,NA,43000,,,,,,3.20.2020,third,Paddlebridge,35,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,NA,NA,NA,35000,,,,,
479,B479,annabeth2_Paddlebridge,RF,2.21.2020,second,Paddlebridge,34,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,m,2,c,2,NA,NA,NA,0,,,,,,3.20.2020,third,Paddlebridge,35,gramneg.noncoli,yes2,,,,,,,2,pb103,pseudomonas species,,,,,,,,,,,,,,,no,,yes,j,2,c,2,NA,NA,NA,70000,,,1,20,
480,B480,annabeth2_Paddlebridge,RH,2.21.2020,second,Paddlebridge,34,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,m,2,c,2,NA,NA,NA,14000,,,,,,3.20.2020,third,Paddlebridge,35,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,j,2,c,2,NA,NA,NA,23000,,,,,
481,B481,applecore_Butterworks,LF,2.4.2020,second,Butterworks,33,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,2,c,1,NA,NA,NA,22000,,,,,,3.3.2020,third,Butterworks,33,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,n,3,c,2,NA,NA,NA,9000,,,,,
482,B482,applecore_Butterworks,LH,2.4.2020,second,Butterworks,33,sa,yes2,,,,,,,2,bw108,staphylococcus aureus,,,,,,,,,,,,,,,no,,yes,t,2,c,1,NA,NA,NA,1100000,,,50,50,,3.3.2020,third,Butterworks,33,sa,yes2,,,,,,,2,bw156,staphylococcus aureus,,,,,,,,,,,,,,,no,,yes,n,3,c,2,NA,NA,NA,190000,,,3,7,
483,B483,applecore_Butterworks,RF,2.4.2020,second,Butterworks,33,sa,yes2,,,,,,,2,bw109,staphylococcus aureus,,,,,,,,,,,,,,,no,,yes,t,2,c,1,NA,NA,NA,4400000,,,25,36,,3.3.2020,third,Butterworks,33,sa,yes2,,,,,,,2,bw158,staphylococcus aureus,,,,,,,,,,,,,,,no,,yes,n,3,c,2,NA,NA,NA,2700000,,,10,13,
484,B484,applecore_Butterworks,RH,2.4.2020,second,Butterworks,33,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,t,2,c,1,NA,NA,NA,420000,,,,,,3.3.2020,third,Butterworks,33,sa,yes2,,,,,,,2,bw157,staphylococcus aureus,,,,,,,,,,,,,,,no,,yes,n,3,c,2,NA,NA,NA,900000,,,3,9,
485,B485,applepie_OughtaBe,LF,2.14.2020,second,OughtaBe,36,cns,yes2,,,,,,,2,ob104,staphylococcus hyicus,yes_from_staphspp_to_hyicus,,,,,,,,,,,,,,no,,yes,t,3,c,3,NA,NA,NA,630000,,,tntc,tntc,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
486,B486,applepie_OughtaBe,LH,2.14.2020,second,OughtaBe,36,,,,,,,,,16,,,,,,,,,,,,,,yes,,,,,,t,3,c,3,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
487,B487,applepie_OughtaBe,RF,2.14.2020,second,OughtaBe,36,strep,yes27,cns,yes27,,,,,27,ob106,streptococcus dysgalactiae,,ob107,staphylococcus simulans,,,,,,,,,,,,yes,,yes,t,3,c,3,NA,NA,NA,1200000,,,,,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
488,B488,applepie_OughtaBe,RH,2.14.2020,second,OughtaBe,36,cns,yes2,,,,,,,2,ob105,staphylococcus chromogenes,yes_from_strep_to_cns,,,,,,,,,,,,,,no,,yes,t,3,c,3,NA,NA,NA,99000,,,13,20,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
489,B489,ardetta_vonTrapp,LF,2.12.2020,second,vonTrapp,24,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,3,NA,NA,NA,6000,,,,,,3.10.2020,third,vonTrapp,25,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,j,4,c,4,NA,NA,NA,9000,,,,,
490,B490,ardetta_vonTrapp,LH,2.12.2020,second,vonTrapp,24,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,3,NA,NA,NA,5000,,,,,,3.10.2020,third,vonTrapp,25,cns,yes2,,,,,,,2,vt093,staphylococcus equorum,,,,,,,,,,,,,,,no,,yes,j,4,c,4,NA,NA,NA,7000,,,4,2,
491,B491,ardetta_vonTrapp,RF,2.12.2020,second,vonTrapp,24,cns,yes2,,,,,,,2,vt054,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,2,c,3,NA,NA,NA,72000,,,30,30,,3.10.2020,third,vonTrapp,25,cns,yes2,,,,,,,2,vt094,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,4,c,4,NA,NA,NA,200000,,,26,28,
492,B492,ardetta_vonTrapp,RH,2.12.2020,second,vonTrapp,24,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,3,NA,NA,NA,11000,,,,,,3.10.2020,third,vonTrapp,25,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,j,4,c,4,NA,NA,NA,14000,,,,,
493,B493,ashley_StonyPond,LF,1.10.2020,second,StonyPond,22,cns,yes2,,,,,,,2,sp060,staphylococcus simulans,,,,,,,,,,,,,,,no,,yes,j,3,NA,NA,NA,NA,NA,560000,,,50,50,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494,B494,ashley_StonyPond,LH,1.10.2020,second,StonyPond,22,cns,yes2,,,,,,,2,sp059,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,j,3,NA,NA,NA,NA,NA,280000,,,15,30,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
495,B495,ashley_StonyPond,RF,1.10.2020,second,StonyPond,22,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,3,NA,NA,NA,NA,NA,41000,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,B496,ashley_StonyPond,RH,1.10.2020,second,StonyPond,22,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,3,NA,NA,NA,NA,NA,33000,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
497,B497,atlantic_Lynd,LF,1.30.2020,second,Lynd,27,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,33000,,,,,,3.5.2020,third,Lynd,30,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,19000,,,,,
498,B498,atlantic_Lynd,LH,1.30.2020,second,Lynd,27,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,4000,,,,,,3.5.2020,third,Lynd,30,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,15000,,,,,
499,B499,atlantic_Lynd,RF,1.30.2020,second,Lynd,27,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,5000,,,,,,3.5.2020,third,Lynd,30,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,23000,,,,,
500,B500,atlantic_Lynd,RH,1.30.2020,second,Lynd,27,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,5000,,,,,,3.5.2020,third,Lynd,30,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,17000,,,,,
501,B501,aubrey_StonyPond,LF,1.10.2020,second,StonyPond,27,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,2,NA,NA,NA,NA,NA,88000,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502,B502,aubrey_StonyPond,LH,1.10.2020,second,StonyPond,27,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,NA,NA,NA,NA,NA,160000,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
503,B503,aubrey_StonyPond,RF,1.10.2020,second,StonyPond,27,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,2,NA,NA,NA,NA,NA,82000,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
504,B504,aubrey_StonyPond,RH,1.10.2020,second,StonyPond,27,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,NA,NA,NA,NA,NA,140000,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
505,B505,aurora_Butterworks,LF,2.4.2020,second,Butterworks,22,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,t,1,c,1,NA,NA,NA,4000000,,,,,,3.3.2020,third,Butterworks,22,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,n,2,c,1,NA,NA,NA,7000,,,,,
506,B506,aurora_Butterworks,LH,2.4.2020,second,Butterworks,22,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,1,c,1,NA,NA,NA,4000,,,,,,3.3.2020,third,Butterworks,22,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,n,2,c,1,NA,NA,NA,0,,,,,
507,B507,aurora_Butterworks,RF,2.4.2020,second,Butterworks,22,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,1,c,1,NA,NA,NA,19000,,,,,,3.3.2020,third,Butterworks,22,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,n,2,c,1,NA,NA,NA,480000,,,,,
508,B508,aurora_Butterworks,RH,2.4.2020,second,Butterworks,22,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,1,c,1,NA,NA,NA,84000,,,,,,3.3.2020,third,Butterworks,22,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,n,2,c,1,NA,NA,NA,24000,,,,,
509,B509,avocado_Butterworks,LF,2.4.2020,second,Butterworks,21,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,t,2,c,2,NA,NA,NA,200000,,,,,,3.3.2020,third,Butterworks,21,cns,yes2,,,,,,,2,bw141,staphylococcus warneri,,,,,,,,,,,,,,,no,,yes,n,3,c,3,NA,NA,NA,58000,,,3,9,
510,B510,avocado_Butterworks,LH,2.4.2020,second,Butterworks,21,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,2,c,2,NA,NA,NA,4000,,,,,,3.3.2020,third,Butterworks,21,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,n,3,c,3,NA,NA,NA,3000,,,,,
511,B511,avocado_Butterworks,RF,2.4.2020,second,Butterworks,21,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,2,c,2,NA,NA,NA,27000,,,,,,3.3.2020,third,Butterworks,21,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,n,3,c,3,NA,NA,NA,8000,,,,,
512,B512,avocado_Butterworks,RH,2.4.2020,second,Butterworks,21,cns,yes2,,,,,,,2,bw093,staphylococcus warneri,,,,,,,,,,,,,,,no,,yes,t,2,c,2,NA,NA,NA,1300000,,,12,8,,3.3.2020,third,Butterworks,21,cns,yes2,,,,,,,2,bw142,staphylococcus warneri,,,,,,,,,,,,,,,no,,yes,n,3,c,3,NA,NA,NA,300000,,,10,11,
513,B513,bella_OughtaBe,LF,2.14.2020,second,OughtaBe,12,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,2,c,1,NA,NA,NA,33000,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
514,B514,bella_OughtaBe,LH,2.14.2020,second,OughtaBe,12,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,2,c,1,NA,NA,NA,40000,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
515,B515,bella_OughtaBe,RF,2.14.2020,second,OughtaBe,12,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,2,c,1,NA,NA,NA,39000,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
516,B516,bella_OughtaBe,RH,2.14.2020,second,OughtaBe,12,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,2,c,1,NA,NA,NA,31000,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
517,B517,big red_StonyPond,LF,1.10.2020,second,StonyPond,7,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,NA,NA,NA,NA,NA,15000,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
518,B518,big red_StonyPond,LH,1.10.2020,second,StonyPond,7,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,2,NA,NA,NA,NA,NA,41000,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
519,B519,big red_StonyPond,RF,1.10.2020,second,StonyPond,7,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,NA,NA,NA,NA,NA,12000,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
520,B520,big red_StonyPond,RH,1.10.2020,second,StonyPond,7,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,NA,NA,NA,NA,NA,45000,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
521,B521,blackberry_Butterworks,LF,2.4.2020,second,Butterworks,10,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,2,c,1,NA,NA,NA,28000,,,,,,3.3.2020,third,Butterworks,9,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,n,4,c,4,NA,NA,NA,12000,,,,,
522,B522,blackberry_Butterworks,LH,2.4.2020,second,Butterworks,10,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,2,c,1,NA,NA,NA,28000,,,,,,3.3.2020,third,Butterworks,9,cns,yes1,,,,,,,1,bw125,staphylococcus haemolyticus,,,,,,,,,,,,,,,no,,yes,n,4,c,4,NA,NA,NA,16000,,,1,1,
523,B523,blackberry_Butterworks,RF,2.4.2020,second,Butterworks,10,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,2,c,1,NA,NA,NA,24000,,,,,,3.3.2020,third,Butterworks,9,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,n,4,c,4,NA,NA,NA,34000,,,,,
524,B524,blackberry_Butterworks,RH,2.4.2020,second,Butterworks,10,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,t,2,c,1,NA,NA,NA,42000,,,,,,3.3.2020,third,Butterworks,9,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,n,4,c,4,NA,NA,NA,30000,,,,,
525,B525,bon_Butterworks,LF,2.4.2020,second,Butterworks,31,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,t,2,c,1,NA,NA,NA,10000,,,,,,3.3.2020,third,Butterworks,32,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,n,3,c,1,NA,NA,NA,4000,,,,,
526,B526,bon_Butterworks,LH,2.4.2020,second,Butterworks,31,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,2,c,1,NA,NA,NA,220000,,,,,,3.3.2020,third,Butterworks,32,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,n,3,c,1,NA,NA,NA,2000,,,,,
527,B527,bon_Butterworks,RF,2.4.2020,second,Butterworks,31,cns,yes2,,,,,,,2,bw106,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,t,2,c,1,NA,NA,NA,290000,,,37,50,,3.3.2020,third,Butterworks,32,cns,yes2,,,,,,,2,bw155,staphylococcus chromogenes,,,,,,,,,,,,,,,no,,yes,n,3,c,1,NA,NA,NA,62000,,,tntc,50,
528,B528,bon_Butterworks,RH,2.4.2020,second,Butterworks,31,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,2,c,1,NA,NA,NA,290000,,,,,,3.3.2020,third,Butterworks,32,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,n,3,c,1,NA,NA,NA,35000,,,,,
